GEOID,location,name,estimate,moe,label,concept,geography
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_011,106,62,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_012,47,32,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_013,66,47,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_014,155,141,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_015,259,92,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_016,188,79,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_017,44,42,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_018,157,72,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_019,78,52,"Estimate!!Total:!!Car, truck, or van - carpooled:",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_020,8,13,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_021,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_022,7,14,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_023,19,24,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_024,44,38,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_025,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_026,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_027,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_028,31,33,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_029,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_030,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_031,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_032,20,29,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_033,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_034,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_035,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_036,11,16,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_037,0,12,Estimate!!Total:!!Walked:,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_038,0,12,"Estimate!!Total:!!Walked:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_039,0,12,"Estimate!!Total:!!Walked:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_040,0,12,"Estimate!!Total:!!Walked:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_041,0,12,"Estimate!!Total:!!Walked:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_042,0,12,"Estimate!!Total:!!Walked:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_043,0,12,"Estimate!!Total:!!Walked:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_044,0,12,"Estimate!!Total:!!Walked:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_045,0,12,"Estimate!!Total:!!Walked:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_046,7,20,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_047,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_048,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_049,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_050,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_051,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_052,7,20,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_053,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_054,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_055,7,11,Estimate!!Total:!!Worked from home:,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_056,0,12,"Estimate!!Total:!!Worked from home:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_057,0,12,"Estimate!!Total:!!Worked from home:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_058,0,12,"Estimate!!Total:!!Worked from home:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_059,0,12,"Estimate!!Total:!!Worked from home:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_060,0,12,"Estimate!!Total:!!Worked from home:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_061,0,12,"Estimate!!Total:!!Worked from home:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_062,0,12,"Estimate!!Total:!!Worked from home:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101100,Census Tract 1011; St. Louis city; Missouri,B08119_063,7,11,"Estimate!!Total:!!Worked from home:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_001,1921,283,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_002,196,89,"Estimate!!Total:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_003,80,47,"Estimate!!Total:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_004,76,40,"Estimate!!Total:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_005,255,98,"Estimate!!Total:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_006,307,120,"Estimate!!Total:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_007,310,94,"Estimate!!Total:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_008,133,62,"Estimate!!Total:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_009,564,212,"Estimate!!Total:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_010,1587,303,"Estimate!!Total:!!Car, truck, or van - drove alone:",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_011,110,63,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_012,59,47,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_013,76,40,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_014,228,85,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_015,256,114,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_016,266,79,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_017,113,59,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_018,479,221,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_019,182,104,"Estimate!!Total:!!Car, truck, or van - carpooled:",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_020,66,68,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_021,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_022,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_023,27,44,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_024,23,37,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_025,22,23,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_026,20,32,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_027,24,29,"Estimate!!Total:!!Car, truck, or van - carpooled:!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_028,11,17,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_029,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_030,11,17,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
29510101200,Census Tract 1012; St. Louis city; Missouri,B08119_031,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),tract
